lembaga,kelompok_koordinator,npsn,nama_pt,nm_bp,provinsi_pt,jln,kec_pt,Kabupaten/Kota,website,no_tel,email
LLDIKTI Wilayah II,PTS,024129  ,Akademi Kebidanan Nadira,Akademi,Prop. Lampung                 ,Jalan Kapten Abdoel Haq No. 16 Rajabasa Bandar Lampung ,,Kota Bandar Lampung           ,nadira.ac.id,0721-783116,akbid_nadira@yahoo.com
LLDIKTI Wilayah II,PTS,024090  ,AKTEK Radiodiagnostik & Radioterapi Patriot Bangsa,Akademi,Prop. Lampung                 ,Jalan ZA Pagar Alam No 12 Gedong Meneng,,Kota Bandar Lampung           ,www.atropb-lampung.ac.id,0721 709287, atropatriotbangsa@gmail.com
LLDIKTI Wilayah II,PTS,024137  ,AKAFARMA Putra Indonesia Lampung,Akademi,Prop. Lampung                 , JL. PRAMUKA NO 27 KEMILING Bandar Lampung,,Kota Bandar Lampung           ,http://akademifarmasiputraindonesia.ac.id,0721271114,aragustinare@gmail.com
LLDIKTI Wilayah II,PTS,024102  ,Akademi Keperawatan Bunda Delima,Akademi,Prop. Lampung                 ,Jalan Bakau No 5 Kel Tanjung Raya Kec. KedamaianKota Bandar Lampung,,Kota Bandar Lampung           ,www.bundadelimalampung.ac.id,0721 254977,bundad5.94@gmail.com
LLDIKTI Wilayah II,PTS,024012  ,AMIK Mitra Lampung,Akademi,Prop. Lampung                 ,Jl. ZA. Pagar Alam No. 07 Gedong Meneng Rajabasa,,Kota Bandar Lampung           ,www.umitra.ac.id,0721-701418,amik@umitra.ac.id
LLDIKTI Wilayah II,PTS,024030  ,AMIK Master Lampung,Akademi,Prop. Lampung                 ,Jalan Kartini No 33 Blok 6-10 ,,Kota Bandar Lampung           ,,0721-241303,
LLDIKTI Wilayah II,PTS,024033  ,AMIK Dian Cipta Cendikia,Akademi,Prop. Lampung                 ,"Jl. Cut Nyak Dien No. 65, Durian Payung
Bandar Lampung",,Kota Bandar Lampung           ,www.dcc.ac.id,0721-250766,amik@dcc.ac.id
LLDIKTI Wilayah II,PTS,024017  ,Akademi Bahasa Asing Dian Cipta Cendikia ,Akademi,Prop. Lampung                 ,"Jl. Cut Nyak Dien No. 65, Durian Payung Bandar Lampung",,Kota Bandar Lampung           ,www.aba.dcc.ac.id,0721-250766,aba@dcc.ac.id
LLDIKTI Wilayah II,PTS,024029  ,Akademi Akuntansi Dan Manajemen Mitra Lampung,Akademi,Prop. Lampung                 ,Jalan ZA Pagar Alam No 7 Gedong Meneng,,Kota Bandar Lampung           ,www.umitra.ac.id,0721-701418,a2m@umitra.ac.id
LLDIKTI Wilayah II,PTS,024117  ,Akademi Kebidanan Alifa Pringsewu Lampung,Akademi,Prop. Lampung                 ,Jl. A. Yani Gg. Gunung Sari No. 5 Sidoharjo Kabupaten Pringsewu Lampung,,Kab. Pringsewu                ,akbidalifapringsewu.ac.id,072922479,akbid.alifa@yahoo.com
LLDIKTI Wilayah II,PTS,024140  ,Akademi Kebidanan Medica Bakti Nusantara,Akademi,Prop. Lampung                 ,,,Kab. Pringsewu                ,,0729333343,akbid.mbn@gmail.com
LLDIKTI Wilayah II,PTS,024092  ,Akademi Teknologi Pringsewu,Akademi,Prop. Lampung                 ,Jalan Pelita Ii Pringombo Pringsewu Timur,,Kab. Tenggamus                , ,08287012200, 
LLDIKTI Wilayah II,PTS,024108  ,Akbid Gemilang Husada Kotabumi,Akademi,Prop. Lampung                 ,Jln. Bangau V Kelurahan Kelapa Tujuh Kotabumi,,Kab. Lampung Utara            ,www.gemilanghusada.blogspot.com,0724 21907,gemilanghusada@yahoo.co.id
LLDIKTI Wilayah II,PTS,024115  ,Akademi Kebidanan An-Nur Husada Walisongo,Akademi,Prop. Lampung                 ,Jalan Ridho 03 Dewamulya Kalibalangan Abung Selatan Lampung Utara,,Kab. Lampung Utara            ,www.an-nur-husada.ac.id,07243260155,walisongo_lu@ymail.com
LLDIKTI Wilayah II,PTS,024008  ,Akademi Pariwisata Satu Nusa,Akademi,Prop. Lampung                 ,Jalan Cut Mutiah No 19 A Telukbetung,,Kab. Lampung Selatan          ,www.akparsan.com,0721-472100,ismetsatunusa@hotmail.com
LLDIKTI Wilayah II,PTS,024096  ,Akademi Kebidanan Hampar Baiduri,Akademi,Prop. Lampung                 ,Jl Tamimi Rahman Rawa-rawa ,,Kab. Lampung Selatan          ,,0727-321482,
LLDIKTI Wilayah II,PTS,024010  ,Akademi Akuntansi Lampung,Akademi,Prop. Lampung                 ,Jalan Pelita I No 24-b Labuhan Ratu,,Kab. Lampung Selatan          ,,0721-703470,
LLDIKTI Wilayah II,PTS,024036  ,Akademi Manajemen Informatika Dan Komputer Lampung,Akademi,Prop. Lampung                 ,Jalan Cut Mutia No 19-A ,,Kab. Lampung Selatan          ,,072147355,inonu@yahoo.com
LLDIKTI Wilayah II,PTS,024034  ,Apikes Widya Dharma,Akademi,Prop. Sumatera Selatan        , Jalan Kolonel H. Burlian No. 342 Km. 5 Palembang 30153 Provinsi Sumatera Selata,Kec. Sukarami                 ,Kota Palembang                ,www.apikes-widyadharma-plg.ac.id,0711-414561,apikeswdplg@gmail.com
LLDIKTI Wilayah II,PTS,024043  ,AMIK Lembah Dempo,Akademi,Prop. Sumatera Selatan        ,Jl Sidik Adim No 98 Air Laga Pagar Gading,Kec. Pagar Alam Utara         ,Kota Pagar Alam               , www.lembahdempo.ac.id,0730-623259,amik.lembahdempo@gmail.com
LLDIKTI Wilayah II,PTS,024116  ,Akademi Kebidanan Nusantara Indonesia Lubuklinggau,Akademi,Prop. Sumatera Selatan        ,Jl Jawa Kiri I No 1090 ,Kec. Lubuk Linggau Timur II   ,Kota Lubuk Linggau            ,,07337005776,ypni@yahoo.com
LLDIKTI Wilayah II,PTS,024095  ,Akademi Kebidanan Nusantara Palembang,Akademi,Prop. Sumatera Selatan        ,Jl Insp Marzuki No 124 Siring Agung Pakjo,Kec. Ilir Barat I             ,Kota Palembang                ,www.akbidnusantara.ac.id,(0711) 715070, akbid_nusantara@yahoo.com
LLDIKTI Wilayah II,PTS,024006  ,Akademi Sekretari Dan Manajemen Sriwijaya,Akademi,Prop. Sumatera Selatan        ,Jl Letnan Murod No 35 Km 5 Talang Ratu,Kec. Ilir Timur I             ,Kota Palembang                , ,(0711)411288,asmisriwijaya@gmail.com
LLDIKTI Wilayah II,PTS,024044  ,Akademi Manajemen Informatika Dan Komputer Mdp,Akademi,Prop. Sumatera Selatan        ,Jalan Rajawali No 14 ,Kec. Ilir Timur II            ,Kota Palembang                ,www.stmik-mdp.net,0711376400,info@stmik-mdp.net
LLDIKTI Wilayah II,PTS,024107  ,Akademi Kebidanan Persada Palembang,Akademi,Prop. Sumatera Selatan        ,Jl Pangeran Ayin Simpang Blk Sukamaju Kenten,Kec. Sako                     ,Kota Palembang                , www.akbidpersadapalembang.ac.id,0711-710349, akbidpersadaplg@yahoo.com
LLDIKTI Wilayah II,PTS,024110  ,Akademi Kebidanan Rizki Patya,Akademi,Prop. Sumatera Selatan        ,Jl Perumnas Sako No 245 Kel Sialang,Kec. Sako                     ,Kota Palembang                , http://akbidrizkipatya.ac.id,(0711) 7924131,akbid_rizkipatya@yahoo.com
LLDIKTI Wilayah II,PTS,024113  ,Akademi Kebidanan Abdurahman,Akademi,Prop. Sumatera Selatan        ,Jl. Sukajaya No.7 Rt.05 RW.01 Kelurahan Sukabangun Kecamatan Sukarami ,Kec. Sukarami                 ,Kota Palembang                , http://www.akbid-abdurahman.ac.id,(0711)421674/7885211, akbidabdurahmanplg@gmail.com
LLDIKTI Wilayah II,PTS,024063  ,AMIK AKMI,Akademi,Prop. Sumatera Selatan        ,Jalan Ahmad Yani No 267-A ,Kec. Baturaja Timur           ,Kab. Ogan Komering Ulu        ,www.akmi-baturaja.ac.id,0735-322231,info@akmi-baturaja.ac.id
LLDIKTI Wilayah II,PTS,024138  ,Akademi Keperawatan Al Ma Arif,Akademi,Prop. Sumatera Selatan        ,Jalan Dr. Mohammad Hatta No. 687 B Sukaraya Kecamatan Baturaja Timur,,Kab. Ogan Komering Ulu        ,http://stikesalmaarif.ac.id/,(0735) 322300,almaarif.akper@yahoo.co.id
LLDIKTI Wilayah II,PTS,024125  ,Akademi Kebidanan Pondok Pesantren Assanadiyah,Akademi,Prop. Sumatera Selatan        ,Palembang ,,Kota Palembang                , , 0711510572, 
LLDIKTI Wilayah II,PTS,024114  ,Akademi Kebidanan Tunas Harapan Bangsa,Akademi,Prop. Sumatera Selatan        ,Jl Angkatan 66 Lr Suka Damai ,,Kota Palembang                , www.akbidthb.ac.id,0711813243,akbid_thb@yahoo.com
LLDIKTI Wilayah II,PTS,024103  ,Akademi Kebidanan Al-Sua Ibah Palembang,Akademi,Prop. Sumatera Selatan        ,"Jl Sukabangun II No 1451 km. 6,5 rt/rw. 25/04 palembang",,Kota Palembang                ,www.alsuaibah.go.id,081368836183,alsuaibah@yahoo.com
LLDIKTI Wilayah II,PTS,024139  ,Akademi Keperawatan Pembina,Akademi,Prop. Sumatera Selatan        ,,,Kota Palembang                ,,0711710349,
LLDIKTI Wilayah II,PTS,024088  ,Akademi Maritim Bina Bahari,Akademi,Prop. Sumatera Selatan        ,"Jalan Kamil No. 1061 Kecamatan Sukarame KM 6 Palembang Telp.0711-7012677 

",,Kota Palembang                ,http://www.akmar-binabahari-plg,0711-5611133,info@akmar-binabahari-plg.ac.id
LLDIKTI Wilayah II,PTS,024035  ,Akademi Keuangan Dan Bank Mulia Darma Pratama,Akademi,Prop. Sumatera Selatan        ,Jalan Ahmad Yani No 19 ,,Kota Palembang                ,akubank.muliadarmapratama.ac.id,0711-511595,akubank@muliadarmapratama.ac.id
LLDIKTI Wilayah II,PTS,024032  ,Akademi Analis Kesehatan Widya Dharma,Akademi,Prop. Sumatera Selatan        ,"Jl Kol H Burlian N0 7 Km 6,5 ",,Kota Palembang                ,,0711410104,
LLDIKTI Wilayah II,PTS,024027  ,Akademi Pariwisata Widya Dharma,Akademi,Prop. Sumatera Selatan        ,Jl Kol H Burlian No 7 Km 65 ,,Kota Palembang                ,,0711 410104,
LLDIKTI Wilayah II,PTS,024087  ,Akademi Kebidanan Budi Mulia Palembang,Akademi,Prop. Sumatera Selatan        ,Jl. RA. Abusamah No. 2663 Kelurahan Sukajaya Kecamatan Sukarami ,,Kota Palembang                ,budimulia.ac.id,0711-417995,budimulia_03@yahoo.com
LLDIKTI Wilayah II,PTS,024120  ,AMIK Bina Sriwijaya,Akademi,Prop. Sumatera Selatan        ,JL.H.M. Ryacudu No.24 Kel. 8 Ulu Palembang Provinsi Sumatera Selatan ,,Kota Palembang                ,www.binasriwijaya.ac.id,0711 516999,info@binasriwijaya.ac.id
LLDIKTI Wilayah II,PTS,024091  ,Akademi Kebidanan Heppy Zal,Akademi,Prop. Sumatera Selatan        ,Jalan Tangga Takat No 1 ,,Kota Palembang                ,,513617-512405,heppyzal@.com
LLDIKTI Wilayah II,PTS,024040  ,Akd Teknik Radiodiag. Dan Radioterapi Widya Dharma,Akademi,Prop. Sumatera Selatan        ,"Jl Kol H Burlian No 7 Km 6,5 ",,Kota Palembang                , ,0711-440400, 
LLDIKTI Wilayah II,PTS,024136  ,Akademi Kebidanan Agung Husada,Akademi,Prop. Sumatera Selatan        ," Jl. Letjen Yusuf Singadikane ruko no 3,4,5 (depan makam pahlawan) Kelurahan Jua",,Kab. Ogan Komering Ilir       , www.akbidagunghusada.ac.id,0712321370, agunghusada106@yahoo.com
LLDIKTI Wilayah II,PTS,024130  ,Akademi Kebidanan Budi Mulia Prabumulih,Akademi,Prop. Sumatera Selatan        ,Jln. Dulmubin No.758 Kel. Mangga Besar Kec. Prabumulih Utara Kota Prabumulih ,,Kota Prabumulih               ,http://www.budimulia.ac.id,(0713)321653,akbidbudimuliaprabumulih@yahoo.co.id
LLDIKTI Wilayah II,PTS,024050  ,Akademi Bahasa Asing Bina Insan Indonesia,Akademi,Prop. Sumatera Selatan        ,Jalan H.M. RYACUDU NO.24 (KEL 8 ULU) ,,Kota Palembang                ,www.ababiiplg.ac.id,0711-516999,info@ababiiplg.ac.id
LLDIKTI Wilayah II,PTS,024134  ,Akademi Keperawatan Kesdam II Sriwijaya,Akademi,Prop. Sumatera Selatan        , ,,Kota Palembang                ,www.akperkesdam2sriwijaya.ac.id, 0711 - 368191, akperkesdam2sriwijaya@gmail.com
LLDIKTI Wilayah II,PTS,024007  ,AMIK Sigma,Akademi,Prop. Sumatera Selatan        ,Jalan diponegoro Baru (Simpang Kedaung),,Kota Palembang                ,www.sigma.ac.id,0711-318080,amik@sigma.ac.id
LLDIKTI Wilayah II,PTS,024124  ,Akademi Kebidanan Rangga Husada Prabumulih,Akademi,Prop. Sumatera Selatan        ,"Jalan Flores No.06 Rt.01 Rw.01 kel. Gunung Ibul Barat Kec.Prabumullih Timur

Sum",,Kota Prabumulih               ,-,0713 3300627,akbidranggahusadaprabuumulih@yahoo.co.id
LLDIKTI Wilayah II,PTS,026002  ,Akademi Komunitas Dharma Bhakti Bangka,Akademi Komunitas,Prop. Bangka Belitung         ,,Kec. Sungai Liat              ,Kab. Bangka                   ,,,
LLDIKTI Wilayah II,PTS,022001  ,Institut Informatika Dan Bisnis Darmajaya,Institut,Prop. Lampung                 ,Jl ZA Pagar Alam No 93 Labuhan Ratu (dh. STMIK-STIE Daramajaya),Kec. Kedaton                  ,Kota Bandar Lampung           ,http://darmajaya.ac.id,"(0721)787214, 781310",info@darmajaya.ac.id
LLDIKTI Wilayah II,PTS,025013  ,Politeknik Darma Ganesha,Politeknik,Prop. Bangka Belitung         ,"Jl. Sriwijaya No. 13 Tanjungpandan, Belitung",,Kab. Belitung                 ,www.poltekdg.ac.id,0719- 9301023, darmaganeshapoliteknik@gmail.com
LLDIKTI Wilayah II,PTS,025007  ,Politeknik Raflesia,Politeknik,Prop. Bengkulu                ,Jalan S Sukowati No 28 ,Kec. Curup Tengah             ,Kab. Rejang Lebong            , politeknikraflesia.ac.id,0732-325496,raflesiacrp@gmail.com
LLDIKTI Wilayah II,PTS,025008  ,Politeknik Gajah Sakti,Politeknik,Prop. Lampung                 ,Jl Natuna 22 Hadimulyo Barat ,Kec. Metro Barat              ,Kota Metro                    ,,0725-44724-7850530,
LLDIKTI Wilayah II,PTS,025006  ,Politeknik YPPB Belitang,Politeknik,Prop. Sumatera Selatan        ,Wonorejo Bk Viii Belitang ,Kec. Belitang I               ,Kab. Ogan Komering Ulu Timur  , ,(0735) 450991,poltek_yppb@yahoo.com
LLDIKTI Wilayah II,PTS,025009  ,Politeknik Muara Dua,Politeknik,Prop. Sumatera Selatan        ,Jalan Raya Ranau No 300 ,Kec. Buay Rawan               ,Kab. Ogan Komering Ulu Selatan, ,0735-591223,rdwipa@gmail.com
LLDIKTI Wilayah II,PTS,025002  ,Politeknik Anika Palembang,Politeknik,Prop. Sumatera Selatan        ,"Jalan Kol H Burlian No 992 Km 7,5
Palembang",Kec. Sukarami                 ,Kota Palembang                ,www.politeknikanika.ac.id,081278303123,polika_anika@yahoo.co.id
LLDIKTI Wilayah II,PTS,025010  ,Politeknik Palcomtech,Politeknik,Prop. Sumatera Selatan        ,Jl Jenderal Sudirman No 3007 ,Kec. Kemuning                 ,Kota Palembang                ,www.palcomtech.ac.id,0711319988,info@palcomtech.ac.id
LLDIKTI Wilayah II,PTS,025004  ,Politeknik Darusalam ,Politeknik,Prop. Sumatera Selatan        ,Jalan Basuki Rahmat No.1608 E-F Palembang,Kec. Kemuning                 ,Kota Palembang                ,www.darussalam.ac.id,0711-350333,pdpalembang@yahoo.co.id
LLDIKTI Wilayah II,PTS,025011  ,Politeknik Akamigas Palembang,Politeknik,Prop. Sumatera Selatan        ,Jl. Kebon Jahe Komplek Pertamina (Komperta) Plaju,,Kota Palembang                ,www.poliakamigasplg.ac.id,0811-7810800,admin@pap.ac.id
LLDIKTI Wilayah II,PTS,025012  ,Politeknik Sekayu,Politeknik,Prop. Sumatera Selatan        ,"Jl Kolonel Wahid Udin, Kel. Kayuara, Kec. Sekayu",,Kab. Musi Banyu Asin          ,www.polsky.ac.id,0714-321099,polsky@polsky.ac.id
LLDIKTI Wilayah II,PTS,023106  ,STISIPOL Pahlawan 12,Sekolah Tinggi,Prop. Bangka Belitung         ,Jalan Diponegoro No 4 ,,Kab. Bangka                   , www.stisipolp12.ac.id,071792750,info@stisipolp12.ac.id
LLDIKTI Wilayah II,PTS,023079  ,Sekolah Tinggi Ilmu Kesehatan Abdi Nusa,Sekolah Tinggi,Prop. Bangka Belitung         ,Jalan Kacang Pedang No 1 ,,Kota Pangkalpinang            , abdinusababel.ac.id,0717-437729,stikesabdinusapkp@gmail.com
LLDIKTI Wilayah II,PTS,023012  ,Sekolah Tinggi Ilmu Hukum Pertiba Pangkalpinang,Sekolah Tinggi,Prop. Bangka Belitung         ,Jalan Adiyaksa No 9 Kacang Pedang,,Kota Pangkalpinang            ,www.stihpertiba.ac.id,0717 438000,puskom@stihpertiba.ac.id
LLDIKTI Wilayah II,PTS,023009  ,Sekolah Tinggi Ilmu Ekonomi Pertiba,Sekolah Tinggi,Prop. Bangka Belitung         ,"Jalan Adhyaksa No. 9 Pangkalpinang

Provinsi Kepulauan Bangka Belitung",,Kota Pangkalpinang            ,www.stiepertiba.ac.id,0717 423374,stie_pertiba@yahoo.co.id
LLDIKTI Wilayah II,PTS,023118  ,STMIK Atma Luhur,Sekolah Tinggi,Prop. Bangka Belitung         ,Jl Raya Sungailiat Selindung ,,Kota Pangkalpinang            , atmaluhur.ac.id,0717-433-506, atmaluhur@atmaluhur.ac.id
LLDIKTI Wilayah II,PTS,023117  ,STIKES Citra Delima Bangka Belitung,Sekolah Tinggi,Prop. Bangka Belitung         ,Jalan Pinus I Kacang Pedang Atas Pangkalpinang ,,Kota Pangkalpinang            ,stikescitradelima.blogspot.com,0717422531,STIKESCD@yahoo.co.id
LLDIKTI Wilayah II,PTS,023115  ,Sekolah Tinggi Ilmu Kesehatan Permata Nusantara,Sekolah Tinggi,Prop. Bangka Belitung         ,Bangka ,Kec. Sungai Liat              ,Kab. Bangka                   ,,,
LLDIKTI Wilayah II,PTS,023060  ,STIE IBEK Pangkalpinang Bangka,Sekolah Tinggi,Prop. Bangka Belitung         ,Jalan Usman Ambon No 4 ,Kec. Gerunggang               ,Kota Pangkalpinang            ,www.stie-ibek.ac.id,(717)432-476,info@stie-ibek.ac.id
LLDIKTI Wilayah II,PTS,023120  ,STKIP Muhammadiyah Bangka Belitung,Sekolah Tinggi,Prop. Bangka Belitung         , Jl. K.H. Ahmad Dahlan KM 4,Kec. Rangkui                  ,Kota Pangkalpinang            ,www.stkipmbb.ac.id,0717431771,office@stkipmbb.ac.id
LLDIKTI Wilayah II,PTS,023129  ,Sekolah Tinggi Teknologi Bengkulu,Sekolah Tinggi,Prop. Bengkulu                ,,,Kota Bengkulu                 ,,,
LLDIKTI Wilayah II,PTS,023089  ,STIKES Bhakti Husada Bengkulu,Sekolah Tinggi,Prop. Bengkulu                ,Jalan Kinibalu 8 Kebun Tebeng Bengkulu,,Kota Bengkulu                 ,stikesbhaktihusada.ac.id,0736-23422,stikesbh03@gmail.com
LLDIKTI Wilayah II,PTS,023092  ,Sekolah Tinggi Ilmu Pertanian Rejang Lebong,Sekolah Tinggi,Prop. Bengkulu                ,"Jalan Basuki Rahmat No. 13 Dwi Tunggal Kecamatan Curup Kabupaten Rejang Lebong 
",,Kab. Rejang Lebong            ,www.stiperrl.ac.id,0732-21221,info@stiperrl.ac.id
LLDIKTI Wilayah II,PTS,023004  ,Sekolah Tinggi Ilmu Administrasi Bengkulu,Sekolah Tinggi,Prop. Bengkulu                ,"Jalan Cimanuk Km 6,5 Kelurahan Jalan Gedang Kecamatan Gading Cempaka

Kota Bengk",,Kota Bengkulu                 ,http;//www.stiabengkulu.ac.id,0736-22309,stiabengkulu@yahoo.co.id
LLDIKTI Wilayah II,PTS,023077  ,STIKES Tri Mandiri Sakti Bengkulu,Sekolah Tinggi,Prop. Bengkulu                ,Jalan Hibrida Raya No 3 ,,Kota Bengkulu                 ,stikestms.ac.id,0736. 25091,stikes_tms@plasa.com
LLDIKTI Wilayah II,PTS,023088  ,Sekolah Tinggi Ilmu Teknik Trisula,Sekolah Tinggi,Prop. Bengkulu                ,Jl.M.Hasan 3 No.3 Pasar Baru Telp 0736 348 512 Bengkulu 38114,,Kota Bengkulu                 ,stittrisula.ac.id,0736-348512,trisulabengkulu@yahoo.com
LLDIKTI Wilayah II,PTS,023030  ,STKIP Dharma Wacana,Sekolah Tinggi,Prop. Lampung                 ,Jl Soekarno-hatta Mulyojati Metro Barat,Kec. Metro Barat              ,Kota Metro                    , ,0725-7850606,stkipdwmetro@gmail.com
LLDIKTI Wilayah II,PTS,023131  ,Sekolah Tinggi Manajemen Informatika dan Komputer Kalirejo Lampung ,Sekolah Tinggi,Prop. Lampung                 ,,Kec. Kalirejo                 ,Kab. Lampung Tengah           ,stmik-kalirejo-lampung-ac.id,0729 7343009,stmik.xrejo@gmail.com
LLDIKTI Wilayah II,PTS,023135  ,STIKES Adila,Sekolah Tinggi,Prop. Lampung                 ,Jl. Soekarno Hatta No.108,Kec. Rajabasa                 ,Kota Bandar Lampung           ,www.stikes.adila.ac.id,081369992407,stikes.adila@gmail.com
LLDIKTI Wilayah II,PTS,023026  ,Sekolah Tinggi Teknologi Nusantara Lampung,Sekolah Tinggi,Prop. Lampung                 ,Jalan Sam Ratulangi Gang Anggrek Ii No 35,Kec. Sukarame                 ,Kota Bandar Lampung           , sttnlampung.ac.id,0721781177, sttnlampung01@gmail.com
LLDIKTI Wilayah II,PTS,023022  ,Sekolah Tinggi Perkebunan Lampung,Sekolah Tinggi,Prop. Lampung                 ,Jl. Zainal Abidin Pagar Alam No. 17A,Kec. Rajabasa                 ,Kota Bandar Lampung           , ,(0721)700289,stibunlampung@gmail.com
LLDIKTI Wilayah II,PTS,023071  ,Sekolah Tinggi Ilmu Hukum Muhammadiyah Kalianda,Sekolah Tinggi,Prop. Lampung                 ,Jalan Kedaton No 17 Kalianda Lampung Selatan,,Kab. Lampung Selatan          ,stihmkla.ac.id,0727-322145,stihmxanda@gmail.com
LLDIKTI Wilayah II,PTS,023031  ,Sekolah Tinggi Bahasa Asing Yunisla Bandar Lampung,Sekolah Tinggi,Prop. Lampung                 ,Jalan Imam Bonjol No 3 Gedung Air,,Kab. Lampung Selatan          ,,0721-700349,
LLDIKTI Wilayah II,PTS,023081  ,Sekolah Tinggi Ilmu Maritim Mutiara Jaya,Sekolah Tinggi,Prop. Lampung                 ,Jalan Raya Natar Pemanggilan ,,Kab. Lampung Selatan          ,,0721-703824,
LLDIKTI Wilayah II,PTS,023122  ,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Kumala Lampung,Sekolah Tinggi,Prop. Lampung                 , Jl. Brigjend. Sutiyoso No. 07 Kota Metro Lampung,,Kota Metro                    ,www.Kumala.ac.id,0725 42313,STKIP@Kumala.ac.id
LLDIKTI Wilayah II,PTS,023006  ,Sekolah Tinggi Ilmu Pertanian Dharma Wacana,Sekolah Tinggi,Prop. Lampung                 ,Jalan Kenanga No 3 Mulyojati 16c Kota Metro,,Kota Metro                    ,stiperdharmawacana.ac.id,(0725) 41089,mail@stiperdharmawacana.ac.id
LLDIKTI Wilayah II,PTS,023021  ,STISIPOL Dharma Wacana,Sekolah Tinggi,Prop. Lampung                 ,Jalan Kenanga No 3 Kelurahan Mulyojati 16-C,,Kota Metro                    ,-,(0725)43241,stisipol.metro@stisipoldharmawacana.ac.id
LLDIKTI Wilayah II,PTS,023100  ,Sekolah Tinggi Ilmu Ekonomi Gentiaras,Sekolah Tinggi,Prop. Lampung                 ,"Jl Purnawirawan No 14 Gedong Meneng

Bandar Lampung",,Kota Bandar Lampung           ,www.ptsgentiaras.ac.id,0721.781.403,gentiaras@gmail.com
LLDIKTI Wilayah II,PTS,023075  ,STMIK Mitra Lampung,Sekolah Tinggi,Prop. Lampung                 ,Jl. ZA Pagar Alam No. 07 Gedong Meneng Rajabasa,,Kota Bandar Lampung           ,www.umitra.ac.id,0721-701418,stmik@umitra.ac.id
LLDIKTI Wilayah II,PTS,023132  ,sekolah Tinggi Keguruan dan Ilmu Pendidikan Rosalia Lampung,Sekolah Tinggi,Prop. Lampung                 ,,,Kota Metro                    ,,,
